customerID,tenure,MonthlyCharges,Contract,TechSupport,OnlineSecurity,Churn_Probability,Risk_Level,Recommended_Action
7351-KYHQH,7,64.95,Month-to-month,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
7643-RCHXS,63,19.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
8246-SHFGA,17,21.1,Month-to-month,No internet service,No internet service,0.03,Low Risk,💰 Offer annual plan discount
0620-XEFWH,4,18.85,Month-to-month,No internet service,No internet service,0.01,Low Risk,✅ Monitor
6485-QXWWE,62,26.0,Two year,No internet service,No internet service,0.0,,✅ Monitor
7321-VGNKU,2,70.35,Month-to-month,No,No,0.15,Low Risk,📧 Send re-engagement email
5327-CNLUQ,48,96.9,Two year,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
7552-KEYGT,27,19.55,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5816-JMLGY,70,80.4,Two year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
2927-QRRQV,46,94.65,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
6265-SXWBU,69,95.75,One year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
7941-RCJOW,65,19.55,Two year,No internet service,No internet service,0.0,,✅ Monitor
6374-NTQLP,72,104.1,Two year,Yes,Yes,0.08,Low Risk,✅ Monitor
2387-KDZQY,17,20.1,One year,No internet service,No internet service,0.0,,✅ Monitor
3584-WKTTW,51,111.55,One year,Yes,Yes,0.18,Low Risk,✅ Monitor
3399-BMLVW,51,60.5,Two year,Yes,Yes,0.0,,✅ Monitor
1971-DTCZB,72,90.95,Two year,Yes,Yes,0.0,,✅ Monitor
3374-PZLXD,34,19.7,Month-to-month,No internet service,No internet service,0.02,Low Risk,💰 Offer annual plan discount
3813-DHBBB,67,50.95,Two year,Yes,Yes,0.0,,✅ Monitor
2812-REYAT,49,20.05,One year,No internet service,No internet service,0.0,,✅ Monitor
6518-PPLMZ,53,19.4,Two year,No internet service,No internet service,0.0,,✅ Monitor
4939-KYYPY,27,59.45,Month-to-month,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
5930-GBIWP,69,81.5,Two year,Yes,Yes,0.05,Low Risk,✅ Monitor
6022-KOUQO,2,29.05,Month-to-month,Yes,No,0.2,Low Risk,📧 Send re-engagement email
2361-UPSND,46,70.6,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
6035-RIIOM,54,97.2,Two year,No,No,0.1,Low Risk,🎯 Assign dedicated support agent
9504-DSHWM,20,59.2,Month-to-month,Yes,Yes,0.07,Low Risk,💰 Offer annual plan discount
5035-BVCXS,11,75.9,Month-to-month,No,No,0.18,Low Risk,🔒 Offer OnlineSecurity add-on
6267-DCFFZ,30,90.05,Month-to-month,No,No,0.15,Low Risk,🎯 Assign dedicated support agent
3533-UVMOM,68,70.95,Two year,No,Yes,0.02,Low Risk,✅ Monitor
2439-LYPMQ,38,102.6,Month-to-month,No,No,0.75,High Risk,🎯 Assign dedicated support agent
1478-VPOAD,1,43.8,Month-to-month,No,No,0.22,Low Risk,📧 Send re-engagement email
9995-HOTOH,63,59.0,Two year,No,Yes,0.06,Low Risk,✅ Monitor
2988-PLAHS,3,69.95,One year,No,No,0.55,Medium Risk,🔒 Offer OnlineSecurity add-on
1371-OJCEK,48,24.35,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
4999-IEZLT,66,29.45,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8883-ANODQ,68,84.4,Two year,No,No,0.02,Low Risk,🎯 Assign dedicated support agent
2351-RRBUE,7,20.65,One year,No internet service,No internet service,0.0,,✅ Monitor
5980-BDHPY,72,87.1,Two year,Yes,Yes,0.0,,✅ Monitor
1498-DQNRX,29,19.85,Month-to-month,No internet service,No internet service,0.01,Low Risk,💰 Offer annual plan discount
9469-WEJBT,37,90.35,Month-to-month,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
2581-VKIRT,59,65.5,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
7426-WEIJX,60,80.95,Month-to-month,No,Yes,0.26,Low Risk,🎯 Assign dedicated support agent
2851-MMUTZ,27,56.15,Month-to-month,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
3307-TLCUD,17,34.4,Month-to-month,No,Yes,0.05,Low Risk,💰 Offer annual plan discount
6625-FLENO,58,20.75,Two year,No internet service,No internet service,0.0,,✅ Monitor
2967-MXRAV,1,18.8,One year,No internet service,No internet service,0.05,Low Risk,✅ Monitor
8189-HBVRW,53,90.8,Month-to-month,No,Yes,0.07,Low Risk,🎯 Assign dedicated support agent
4163-KIUHY,35,25.6,Month-to-month,No internet service,No internet service,0.02,Low Risk,💰 Offer annual plan discount
3500-NSDOA,68,70.8,Two year,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
1171-TYKUR,47,25.4,Month-to-month,No internet service,No internet service,0.03,Low Risk,💰 Offer annual plan discount
3761-FLYZI,65,108.8,Month-to-month,No,No,0.09,Low Risk,🎯 Assign dedicated support agent
1219-NNDDO,9,76.85,Month-to-month,No,No,0.18,Low Risk,🔒 Offer OnlineSecurity add-on
8388-DMKAE,8,20.25,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
4403-BWPAY,14,24.8,One year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
9659-QEQSY,45,115.65,Month-to-month,Yes,Yes,0.12,Low Risk,💰 Offer annual plan discount
5405-ZMYXQ,8,74.6,Month-to-month,No,No,0.22,Low Risk,🔒 Offer OnlineSecurity add-on
1442-OKRJE,66,103.15,One year,No,Yes,0.05,Low Risk,🎯 Assign dedicated support agent
4737-AQCPU,72,72.1,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
2808-CHTDM,23,25.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
0793-TWELN,4,80.15,Month-to-month,No,Yes,0.12,Low Risk,🎯 Assign dedicated support agent
3283-WCWXT,6,25.4,Two year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
1060-ENTOF,67,105.4,One year,Yes,Yes,0.07,Low Risk,✅ Monitor
0999-QXNSA,7,45.75,Month-to-month,No,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
5451-MHQOF,56,24.45,One year,No internet service,No internet service,0.0,,✅ Monitor
4836-WNFNO,72,25.0,Two year,No internet service,No internet service,0.0,,✅ Monitor
9225-BZLNZ,72,85.25,Two year,No,Yes,0.01,Low Risk,🎯 Assign dedicated support agent
0354-VXMJC,23,19.6,Two year,No internet service,No internet service,0.0,,✅ Monitor
4422-QVIJA,35,50.15,Month-to-month,No,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
9365-SRSZE,27,70.55,Month-to-month,No,No,0.22,Low Risk,🔒 Offer OnlineSecurity add-on
8332-OSJDW,12,26.4,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
4735-BJKOU,40,20.15,Two year,No internet service,No internet service,0.0,,✅ Monitor
0274-JKUJR,7,58.85,Month-to-month,No,Yes,0.07,Low Risk,✅ Monitor
5740-YHGTW,70,97.55,Month-to-month,No,Yes,0.14,Low Risk,🎯 Assign dedicated support agent
8917-SZTTJ,60,19.65,Two year,No internet service,No internet service,0.0,,✅ Monitor
1696-MZVAU,39,25.25,One year,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
7359-WWYJV,72,114.45,Two year,Yes,Yes,0.0,,✅ Monitor
4906-ZHGPK,54,70.7,One year,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
3795-GWTRD,63,75.55,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
1298-PHBTI,71,84.8,Two year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
6223-DHJGV,42,20.65,One year,No internet service,No internet service,0.0,,✅ Monitor
6961-MJKBO,47,20.45,Two year,No internet service,No internet service,0.0,,✅ Monitor
8158-WPEZG,11,35.65,Month-to-month,Yes,No,0.2,Low Risk,🔒 Offer OnlineSecurity add-on
4918-FYJNT,55,90.45,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
0727-BNRLG,69,97.65,Two year,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
4854-CIDCF,3,73.85,Month-to-month,No,No,0.24,Low Risk,📧 Send re-engagement email
3280-MRDOF,30,69.1,Two year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
6435-SRWBJ,5,82.75,Month-to-month,Yes,No,0.25,Low Risk,🔒 Offer OnlineSecurity add-on
9964-WBQDJ,71,24.4,Two year,No internet service,No internet service,0.0,,✅ Monitor
6303-KFWSL,29,55.25,One year,No,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
1702-CCFNJ,52,61.35,Month-to-month,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
8932-CZHRQ,68,76.75,One year,No,Yes,0.08,Low Risk,✅ Monitor
0386-CWRGM,46,19.4,Two year,No internet service,No internet service,0.0,,✅ Monitor
5515-RUGKN,8,54.75,Month-to-month,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
0404-AHASP,72,19.7,Two year,No internet service,No internet service,0.0,,✅ Monitor
7279-NMVJC,17,19.9,One year,No internet service,No internet service,0.06,Low Risk,✅ Monitor
2081-VEYEH,3,107.95,Month-to-month,Yes,No,0.32,Medium Risk,📧 Send re-engagement email
6407-UTSLV,2,83.8,Month-to-month,No,No,0.24,Low Risk,📧 Send re-engagement email
9060-HJJRW,51,56.4,One year,No,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
2587-YNLES,6,20.1,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
7398-SKNQZ,3,94.9,Month-to-month,No,No,0.26,Low Risk,📧 Send re-engagement email
5935-FCCNB,17,94.2,Month-to-month,No,No,0.18,Low Risk,🎯 Assign dedicated support agent
1958-RNRKS,30,49.9,Month-to-month,No,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
5136-RGMZO,31,71.05,Month-to-month,Yes,No,0.19,Low Risk,🔒 Offer OnlineSecurity add-on
8345-MVDYC,45,81.65,Two year,Yes,Yes,0.04,Low Risk,✅ Monitor
8226-BXGES,64,89.45,One year,No,Yes,0.04,Low Risk,🎯 Assign dedicated support agent
9705-IOVQQ,61,99.0,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
1015-OWJKI,1,19.05,Month-to-month,No internet service,No internet service,0.01,Low Risk,📧 Send re-engagement email
2040-XBAVJ,72,114.45,Two year,Yes,Yes,0.0,,✅ Monitor
8887-IPQNC,7,44.25,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
8646-JCOMS,66,90.55,One year,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
1222-KJNZD,40,20.4,Month-to-month,No internet service,No internet service,0.0,,💰 Offer annual plan discount
0106-GHRQR,16,71.4,Month-to-month,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
3768-VHXQO,67,24.85,Two year,No internet service,No internet service,0.0,,✅ Monitor
8952-WCVCD,41,104.45,One year,No,Yes,0.11,Low Risk,🎯 Assign dedicated support agent
2418-TPEUN,56,19.8,Two year,No internet service,No internet service,0.0,,✅ Monitor
3963-RYFNS,72,116.45,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
8540-ZQGEA,54,20.05,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
1320-REHCS,52,110.75,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
4137-JOPHL,50,89.7,Two year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
7801-CEDNV,27,48.7,One year,No,Yes,0.02,Low Risk,✅ Monitor
2057-BOYKM,72,96.6,Two year,Yes,Yes,0.0,,✅ Monitor
3658-QQJYD,62,74.3,One year,No,Yes,0.03,Low Risk,✅ Monitor
1803-BGNBD,12,54.3,Month-to-month,Yes,No,0.17,Low Risk,🔒 Offer OnlineSecurity add-on
0134-XWXCE,44,74.85,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
6950-TWMYB,54,79.95,Two year,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
5848-FHRFC,68,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
2243-FNMMI,20,19.4,Month-to-month,No internet service,No internet service,0.02,Low Risk,💰 Offer annual plan discount
2511-MORQY,50,54.9,One year,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
5356-KZCKT,58,24.45,Two year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
9470-XCCEM,35,89.65,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
6519-CFDBX,2,45.4,Month-to-month,No,No,0.17,Low Risk,📧 Send re-engagement email
3902-MIVLE,63,75.7,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
0409-WTMPL,58,110.65,One year,No,Yes,0.15,Low Risk,🎯 Assign dedicated support agent
8763-KIAFH,27,20.55,One year,No internet service,No internet service,0.0,,✅ Monitor
3669-WHAFY,71,115.15,Two year,Yes,Yes,0.0,,✅ Monitor
3055-VTCGS,63,58.55,One year,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
3144-KMTWZ,71,93.25,Month-to-month,No,No,0.03,Low Risk,🎯 Assign dedicated support agent
2007-QVGAW,68,19.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
5207-PLSTK,1,48.75,Month-to-month,No,Yes,0.65,High Risk,📧 Send re-engagement email
2307-FYNNL,65,109.05,Two year,Yes,Yes,0.37,Medium Risk,✅ Monitor
5605-XNWEN,72,25.0,Two year,No internet service,No internet service,0.0,,✅ Monitor
2155-AMQRX,28,54.9,Month-to-month,Yes,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
6181-AXXYF,72,24.75,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5091-HFAZW,2,91.15,Month-to-month,No,Yes,0.28,Low Risk,📧 Send re-engagement email
2519-LBNQL,60,104.35,One year,No,No,0.06,Low Risk,🎯 Assign dedicated support agent
8623-ULFNQ,26,66.05,Month-to-month,Yes,No,0.21,Low Risk,🔒 Offer OnlineSecurity add-on
1568-LJSZU,68,92.2,Two year,Yes,Yes,0.0,,✅ Monitor
7789-HKSBS,42,105.2,One year,No,Yes,0.14,Low Risk,🎯 Assign dedicated support agent
7416-CKTEP,57,19.6,Two year,No internet service,No internet service,0.0,,✅ Monitor
2586-CWXVV,54,30.4,Month-to-month,No,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
2348-KCJLT,44,61.5,One year,No,Yes,0.03,Low Risk,✅ Monitor
8401-EMUWF,42,69.4,Month-to-month,No,Yes,0.04,Low Risk,💰 Offer annual plan discount
4193-IBKSW,72,24.75,Two year,No internet service,No internet service,0.0,,✅ Monitor
5377-NDTOU,71,91.05,Two year,Yes,Yes,0.0,,✅ Monitor
2474-LCNUE,23,73.65,Month-to-month,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
0839-QNXME,30,19.4,Two year,No internet service,No internet service,0.0,,✅ Monitor
3506-OVLKD,35,26.2,One year,No internet service,No internet service,0.08,Low Risk,✅ Monitor
6650-VJONK,1,43.85,Month-to-month,No,No,0.05,Low Risk,📧 Send re-engagement email
2178-PMGCJ,22,69.7,Month-to-month,No,No,0.34,Medium Risk,🔒 Offer OnlineSecurity add-on
7492-TAFJD,7,38.55,Two year,No,Yes,0.14,Low Risk,✅ Monitor
2773-MADBQ,36,53.1,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
6016-LVTJQ,34,20.65,Month-to-month,No internet service,No internet service,0.0,,💰 Offer annual plan discount
7860-KSUGX,72,64.45,Two year,No,Yes,0.04,Low Risk,✅ Monitor
8966-KZXXA,36,25.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
5149-QYTTU,71,95.15,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
2070-XYMFH,23,79.35,Month-to-month,No,No,0.14,Low Risk,🔒 Offer OnlineSecurity add-on
2085-BOJKI,17,96.65,One year,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
0817-HSUSE,1,75.5,Month-to-month,Yes,No,0.27,Low Risk,📧 Send re-engagement email
5442-PPTJY,12,19.7,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
1927-QEWMY,72,20.5,Two year,No internet service,No internet service,0.0,,✅ Monitor
1663-MHLHE,1,19.2,Month-to-month,No internet service,No internet service,0.027346467873624426,Low Risk,📧 Send re-engagement email
5663-QBGIS,72,98.35,Two year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
4450-MDZFX,60,74.35,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
6701-DHKWQ,61,51.35,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
7554-AKDQF,6,45.65,Month-to-month,No,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
0794-YVSGE,72,20.3,Two year,No internet service,No internet service,0.0,,✅ Monitor
5423-BHIXO,32,54.2,Month-to-month,No,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
6908-VVYHM,65,90.65,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
2959-EEXWB,45,50.9,Month-to-month,No,Yes,0.05,Low Risk,💰 Offer annual plan discount
1839-UMACK,42,25.05,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
3030-YDNRM,8,74.85,Month-to-month,No,No,0.54,Medium Risk,🔒 Offer OnlineSecurity add-on
7321-KKSDU,32,20.5,Two year,No internet service,No internet service,0.0,,✅ Monitor
3402-XRIUO,22,63.55,Month-to-month,Yes,Yes,0.08,Low Risk,💰 Offer annual plan discount
8286-AFUYI,1,47.95,Month-to-month,No,Yes,0.1,Low Risk,📧 Send re-engagement email
8356-WUAOJ,1,45.0,Month-to-month,No,No,0.25,Low Risk,📧 Send re-engagement email
8058-DMYRU,54,90.05,Month-to-month,No,No,0.37,Medium Risk,🎯 Assign dedicated support agent
9350-ZXYJC,4,25.3,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
8958-JPTRR,56,24.3,One year,No internet service,No internet service,0.06,Low Risk,✅ Monitor
6959-GQEGV,45,75.95,Month-to-month,No,Yes,0.05,Low Risk,💰 Offer annual plan discount
3173-WSSUE,71,19.7,Two year,No internet service,No internet service,0.0,,✅ Monitor
1265-HVPZB,59,66.4,One year,No,Yes,0.13,Low Risk,✅ Monitor
4115-UMJFQ,69,35.75,One year,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
7369-TRPFD,19,18.8,One year,No internet service,No internet service,0.0,,✅ Monitor
1098-KFQEC,55,19.4,Two year,No internet service,No internet service,0.0,,✅ Monitor
7190-XHTWJ,38,19.3,One year,No internet service,No internet service,0.0,,✅ Monitor
3537-RYBHH,47,67.45,Month-to-month,No,Yes,0.1,Low Risk,💰 Offer annual plan discount
5296-BFCYD,46,20.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
9359-JANWS,65,58.9,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
3279-DYZQM,71,19.45,Two year,No internet service,No internet service,0.0,,✅ Monitor
0523-VNGTF,52,50.5,Month-to-month,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
9575-IWCAZ,6,25.1,One year,No internet service,No internet service,0.0,,✅ Monitor
7105-MXJLL,26,60.7,One year,No,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
7064-FRRSW,48,99.0,One year,No,No,0.09,Low Risk,🎯 Assign dedicated support agent
7940-UQQUG,64,104.4,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
3961-SXAXY,1,44.05,Month-to-month,No,No,0.04,Low Risk,📧 Send re-engagement email
7010-BRBUU,72,24.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
3566-HJGPK,1,45.55,Month-to-month,No,No,0.27,Low Risk,📧 Send re-engagement email
3062-ICYZQ,51,93.8,Month-to-month,No,Yes,0.09,Low Risk,🎯 Assign dedicated support agent
9938-PRCVK,41,19.7,Two year,No internet service,No internet service,0.0,,✅ Monitor
0973-KYVNF,72,70.65,Two year,No,Yes,0.0,,✅ Monitor
5129-HHMZC,43,86.45,Two year,Yes,Yes,0.0,,✅ Monitor
9637-CDTKZ,72,114.1,Two year,Yes,Yes,0.0,,✅ Monitor
3946-JEWRQ,47,95.2,One year,No,No,0.08,Low Risk,🎯 Assign dedicated support agent
7873-CVMAW,72,88.55,Two year,Yes,Yes,0.0,,✅ Monitor
0463-WZZKO,3,20.75,Month-to-month,No internet service,No internet service,0.13,Low Risk,📧 Send re-engagement email
4524-QCSSM,26,44.65,Month-to-month,No,Yes,0.27,Low Risk,💰 Offer annual plan discount
5832-EXGTT,29,60.2,Month-to-month,No,Yes,0.03,Low Risk,💰 Offer annual plan discount
2039-JONDJ,27,55.45,One year,No,Yes,0.02,Low Risk,✅ Monitor
7217-JYHOQ,24,70.3,Month-to-month,Yes,Yes,0.03,Low Risk,💰 Offer annual plan discount
6695-FRVEC,67,60.4,Two year,Yes,Yes,0.0,,✅ Monitor
9894-QMIMJ,23,55.8,One year,No,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
8069-YQQAJ,14,31.1,Month-to-month,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
1636-NTNCO,4,50.95,Month-to-month,No,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
3466-WAESX,16,69.1,Month-to-month,No,Yes,0.17,Low Risk,💰 Offer annual plan discount
9281-PKKZE,46,43.95,Month-to-month,No,No,0.17,Low Risk,🔒 Offer OnlineSecurity add-on
3638-VBZTA,68,86.5,Two year,Yes,Yes,0.0,,✅ Monitor
7459-IMVYU,38,69.95,Month-to-month,Yes,Yes,0.05,Low Risk,💰 Offer annual plan discount
8563-OYMQY,17,90.95,Month-to-month,No,No,0.17,Low Risk,🎯 Assign dedicated support agent
0754-EEBDC,4,19.9,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5777-ZPQNC,12,20.15,One year,No internet service,No internet service,0.0,,✅ Monitor
1951-IEYXM,72,90.6,Two year,Yes,Yes,0.0,,✅ Monitor
3318-NMQXL,3,92.0,Month-to-month,No,No,0.33,Medium Risk,📧 Send re-engagement email
1022-RKXDR,41,24.85,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
2361-FJWNO,40,36.0,One year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
2272-UOINI,7,78.5,Month-to-month,Yes,Yes,0.12,Low Risk,✅ Monitor
8232-UTFOZ,69,19.95,Two year,No internet service,No internet service,0.0,,✅ Monitor
3750-YHRYO,7,20.65,One year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
6637-KYRCV,5,30.5,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
5668-MEISB,72,106.1,Two year,Yes,Yes,0.0,,✅ Monitor
0129-QMPDR,44,20.5,One year,No internet service,No internet service,0.0,,✅ Monitor
7188-CBBBA,65,95.5,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
5356-CSVSQ,3,64.6,Month-to-month,Yes,No,0.16,Low Risk,📧 Send re-engagement email
3221-CJMSG,24,51.1,Month-to-month,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
3219-JQRSL,72,89.1,Two year,Yes,Yes,0.0,,✅ Monitor
2801-NISEI,24,54.95,Month-to-month,Yes,Yes,0.01,Low Risk,💰 Offer annual plan discount
4623-ZKHLY,22,20.45,Month-to-month,No internet service,No internet service,0.0,,💰 Offer annual plan discount
6732-VAILE,70,85.95,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
8201-AAXCB,25,60.35,Month-to-month,No,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
7696-CFTAT,37,19.8,Two year,No internet service,No internet service,0.0,,✅ Monitor
1845-CSBRZ,22,85.35,Month-to-month,No,No,0.1,Low Risk,🎯 Assign dedicated support agent
2123-VSCOT,59,72.1,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
2018-QKYGT,1,81.05,Month-to-month,No,No,0.33,Medium Risk,📧 Send re-engagement email
2792-VPPET,3,20.5,Month-to-month,No internet service,No internet service,0.03,Low Risk,📧 Send re-engagement email
7409-JURKQ,53,111.8,One year,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
3247-MHJKM,1,20.2,Month-to-month,No internet service,No internet service,0.42492841693546646,Medium Risk,📧 Send re-engagement email
1964-SVLEA,20,19.7,One year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
7297-DVYGA,51,19.85,One year,No internet service,No internet service,0.0,,✅ Monitor
2239-CGBUZ,51,60.5,One year,Yes,Yes,0.0,,✅ Monitor
0854-UYHZD,13,19.55,Two year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
7243-LCGGZ,1,20.9,Month-to-month,No internet service,No internet service,0.8162275023655522,High Risk,📧 Send re-engagement email
8267-KFGYD,1,21.05,Month-to-month,No internet service,No internet service,0.04,Low Risk,📧 Send re-engagement email
4890-VMUAV,63,71.5,One year,Yes,Yes,0.0,,✅ Monitor
9261-WDCAF,3,54.65,Month-to-month,No,No,0.27,Low Risk,📧 Send re-engagement email
3764-MNMOI,46,19.2,Two year,No internet service,No internet service,0.0,,✅ Monitor
7442-YGZFK,1,49.8,Month-to-month,No,No,0.18,Low Risk,📧 Send re-engagement email
8229-BUJHX,71,20.5,Two year,No internet service,No internet service,0.0,,✅ Monitor
7449-HVPIV,55,90.4,Month-to-month,No,No,0.1,Low Risk,🎯 Assign dedicated support agent
5504-WSIUR,70,90.25,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8466-PZBLH,67,104.6,Two year,Yes,Yes,0.12,Low Risk,✅ Monitor
8735-IJJEG,14,50.2,Month-to-month,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
0564-MUUQK,20,95.5,Month-to-month,Yes,No,0.16,Low Risk,🔒 Offer OnlineSecurity add-on
0701-RFGFI,49,95.4,Month-to-month,No,No,0.2,Low Risk,🎯 Assign dedicated support agent
0019-EFAEP,72,101.3,Two year,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
5619-PTMIK,46,53.1,Month-to-month,No,Yes,0.06,Low Risk,💰 Offer annual plan discount
3737-XBQDD,24,84.85,Month-to-month,No,No,0.22,Low Risk,🎯 Assign dedicated support agent
5882-CMAZQ,5,34.25,Month-to-month,Yes,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
5846-QFDFI,33,88.6,Month-to-month,Yes,No,0.14,Low Risk,🔒 Offer OnlineSecurity add-on
4445-KWOKW,42,60.15,One year,No,Yes,0.05,Low Risk,✅ Monitor
3511-APPBJ,23,99.95,One year,No,Yes,0.09,Low Risk,🎯 Assign dedicated support agent
7967-HYCDE,8,70.7,Month-to-month,No,No,0.13,Low Risk,🔒 Offer OnlineSecurity add-on
2430-RRYUW,66,54.8,One year,No,Yes,0.02,Low Risk,✅ Monitor
3723-BFBGR,24,54.8,Month-to-month,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
5447-WZAFP,53,100.3,One year,No,No,0.06,Low Risk,🎯 Assign dedicated support agent
5110-CHOPY,60,53.6,Two year,No,Yes,0.01,Low Risk,✅ Monitor
4425-OWHWB,20,19.35,One year,No internet service,No internet service,0.0,,✅ Monitor
7892-QVYKW,23,85.6,Month-to-month,No,No,0.15,Low Risk,🎯 Assign dedicated support agent
9675-ICXCT,72,80.8,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
